timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
1963332089,1962329788,1200.0,0.588899,0.0209555,1.23238,0.0,255,0,6,4,0,0,0,1,1,1,34
1963376225,1963365083,1200.0,0.588899,0.0209555,1.23238,0.0,255,0,6,4,0,0,0,1,1,1,34
1964378124,1963365083,1200.0,0.588899,0.0468421,1.06342,0.0,255,0,6,4,0,0,0,1,1,1,34
1964553291,1964549976,1200.0,0.588899,0.0,1.31727,0.0,255,0,6,4,0,0,0,1,1,1,34
1965321204,1965317990,1200.0,0.588899,0.0,1.31727,0.0,255,0,6,4,0,0,0,1,1,1,34
1966323393,1965317990,1200.0,0.588899,0.0418096,1.12488,0.0,255,0,6,4,0,0,0,1,1,1,34
1966363570,1966363328,1200.0,0.588899,0.0418096,1.12488,0.0,255,0,6,4,0,0,0,1,1,1,34
1967313110,1967309068,1200.0,0.588899,0.0208012,1.20647,0.0,255,0,6,4,0,0,0,1,1,1,34
1968309575,1968307444,1200.0,0.588899,0.020863,1.22595,0.0,255,0,6,4,0,0,0,1,1,1,34
1969315396,1968307444,1200.0,0.588899,0.0208996,1.26492,0.0,255,0,6,4,0,0,0,1,1,1,34
1969378466,1969369860,1200.0,0.588899,0.0208996,1.26492,0.0,255,0,6,4,0,0,0,1,1,1,34
1970383282,1970377769,1200.0,0.588899,0.0209718,1.46803,0.0,255,0,6,4,0,0,0,1,1,1,34
1971384303,1970377769,1200.0,0.588899,0.0209015,0.980381,0.0,255,0,6,4,0,0,0,1,1,1,34
1971449237,1971446026,1200.0,0.588899,0.0209015,0.980381,0.0,255,0,6,4,0,0,0,1,1,1,34
1972369821,1972368998,1200.0,0.588899,0.0208966,1.32246,0.0,255,0,6,4,0,0,0,1,1,1,34
1973375288,1973367299,1200.0,0.588899,0.0208955,1.16716,0.0,255,0,6,4,0,0,0,1,1,1,34
1974382542,1973367299,1200.0,0.588899,0.0467816,1.33974,0.0,255,0,6,4,0,0,0,1,1,1,34
1974432321,1974432101,1200.0,0.588899,0.0467816,1.33974,0.0,255,0,6,4,0,0,0,1,1,1,34
1975328155,1975325094,1200.0,0.588899,0.0208347,1.45446,0.0,255,0,6,4,0,0,0,1,1,1,34
